sys_RespNum,sys_RespStatus,sys_DataSource,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Consent,CBCwatchexercise_Random1,CBCwatchexercise_Random2,CBCwatchexercise_Random3,CBCwatchexercise_Random4,CBCwatchexercise_Fixed1,CBCwatchexercise_Random5,CBCwatchexercise_Random6,CBCwatchexercise_Fixed2,CBCwatchexercise_Random7,CBCwatchexercise_Fixed3,CBCwatchexercise_Random8,CBCwatchexercise_Random9,CBCwatchexercise_Random10,CBCwatchexercise_Random11,CBCwatchexercise_Random12,PilotTestOpenEnded,OwnWatch,LuxuryWatch,IMC,DemoAge,DemoGender,DemoGender_4_other,DemoEducation,sys_CBCVersion_CBCwatchexercise,sys_CBCDesignID_CBCwatchexercise,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,OwnWatchSegment,PROLIFICPID,OpenEndProdCatShoes,OpenEndProdCatCars,OpenEndProdCatWatches,WarmUp1,WarmUp2,WarmUp3,DemoOwnWatch,DemoTypeOfWatch,DemoWatchUseCase_1,DemoWatchUseCase_2,DemoWatchUseCase_3,DemoWatchUseCase_4,DemoWatchWTP,DemoBrandRecognition,OpenEndedIdealWatch,DemoAestheticImportance1_1,DemoAestheticImportance2_1,DemoTimeSpentGrooming,DemoIncome,DemoRentOwn,DemoSocialMedia,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,DemoAge_real,DemoEducation_real,DemoIncome_real,DemoSocialMedia_real,DemoAestheticImportance1_1_real,DemoAestheticImportance2_1_real,DemoTimeSpentGrooming_real,DemoOwnWatch_real,DemoWatchWTP_real
339,5.0,1.0,08 Mar 2023 - 20:24:09 EST,08 Mar 2023 - 20:28:57 EST,288.0,286.0,1678325049.0,1678325337.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.14.5,Chrome 110.0.0.0,206.74.105.224,1413.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,5.0,5.0,2.0,,5.0,339.0,CBC1_1677959355_6,,5.0,8.0,5.0,8.0,9.0,11.0,3.0,5.0,4.0,8.0,4.0,3.0,4.0,3.0,10.0,4.0,3.0,6.0,5.0,2.0,3.0,4.0,,5b2bfb37163ead00013fb8b4,shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,"(I have heard of all of the above watches except the first one - it won't let me choose more than one).  My ideal watch makes it easy to tell the time at a quick glance, is very reliable, and not too fancy. I like swatch watches.",4.0,4.0,3.0,6.0,2.0,6.0,4.0,4.0,4.0,14.0,109.0,16.0,18.0,1.5,1.0,-0.5,2.5,1.0,1.0,-0.5,1.0,-2.0
340,5.0,1.0,08 Mar 2023 - 20:24:21 EST,08 Mar 2023 - 20:27:59 EST,218.0,217.0,1678325061.0,1678325279.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,76.224.17.52,1903.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,3.0,1.0,,5.0,340.0,CBC1_1677959355_6,,46.0,5.0,3.0,4.0,5.0,7.0,6.0,3.0,2.0,5.0,13.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,,63d40e3588ba6ef2a3ce7c37,shoes,cars,watches,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,"Black, durable, self-winding, basic.",4.0,4.0,4.0,11.0,2.0,6.0,2.0,2.0,5.0,8.0,43.0,8.0,14.0,-0.5,1.0,4.5,2.5,1.0,1.0,0.5,4.0,-1.0
341,5.0,1.0,08 Mar 2023 - 20:24:29 EST,08 Mar 2023 - 20:27:54 EST,205.0,200.0,1678325069.0,1678325274.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 7,Firefox 110.0,159.250.103.135,1254.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,5.0,341.0,CBC1_1677959355_6,,6.0,8.0,8.0,6.0,7.0,16.0,5.0,4.0,3.0,5.0,13.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,6.0,3.0,3.0,4.0,,62b46cafda63e83d14eb4ec5,sneakers,Car,Watch,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,aesthetic look,5.0,5.0,4.0,6.0,1.0,6.0,6.0,3.0,4.0,18.0,23.0,9.0,15.0,-1.5,1.0,-0.5,2.5,2.0,2.0,0.5,3.0,0.0
342,5.0,1.0,08 Mar 2023 - 20:25:00 EST,08 Mar 2023 - 20:27:02 EST,122.0,119.0,1678325100.0,1678325222.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Mac OS X 10.15,Firefox 110.0,148.74.167.243,1470.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,7.0,342.0,CBC1_1677959355_6,,4.0,6.0,3.0,4.0,8.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,63235c5bf70d8e4f79b205cd,shoes,cars,watches,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,"Simple, not too flashy",3.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,3.0,5.0,17.0,7.0,12.0,-1.5,3.0,-1.5,1.5,0.0,1.0,-0.5,3.0,-1.0
343,2.0,1.0,08 Mar 2023 - 20:25:16 EST,08 Mar 2023 - 20:33:19 EST,483.0,306.0,1678325116.0,1678325599.0,0.0,,CBCwatchexercise_Random5,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.24",Windows 10.0,Edg 110.0.1587.24,2600:1700:bfc0:8510:342f:16be:acbe:a6f5,1135.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,,,,,343.0,CBC1_1677959355_6,,11.0,28.0,21.0,20.0,38.0,30.0,11.0,28.0,23.0,33.0,26.0,10.0,10.0,17.0,,,,,,,,,,5e63e24eaf3bd51660031dbe,Shoes,Cars,Watches,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,5.0,1.0,08 Mar 2023 - 20:25:37 EST,08 Mar 2023 - 20:27:43 EST,126.0,124.0,1678325137.0,1678325263.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2601:204:c300:2ec0:5ca5:53f0:b7f4:b52f,1349.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,5.0,2.0,2.0,,5.0,344.0,CBC1_1677959355_6,,15.0,7.0,4.0,3.0,10.0,2.0,4.0,6.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,,5815369b94ecc900010b014e,shoes,cars,watches,2.0,1.0,1.0,5.0,,,,,,,,,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,8.0,,,10.0,14.0,-1.5,1.0,-2.5,1.5,1.0,1.0,1.5,5.0,
345,2.0,1.0,08 Mar 2023 - 20:25:52 EST,08 Mar 2023 - 20:25:52 EST,0.0,0.0,1678325152.0,1678325152.0,0.0,,Consent,1.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 10.0,Firefox 110.0,2600:100f:b022:663a:50d3:39d:99ec:a03e,1366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59daff10e776fd00015ec7ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,5.0,1.0,08 Mar 2023 - 20:25:52 EST,08 Mar 2023 - 20:29:58 EST,246.0,244.0,1678325152.0,1678325398.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2603:9000:a900:3f94:b0f4:3aad:e8e:1694,1903.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,1.0,1.0,,5.0,346.0,CBC1_1677959355_6,,4.0,11.0,6.0,5.0,13.0,17.0,14.0,7.0,6.0,8.0,4.0,4.0,4.0,4.0,7.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,,6352b3c968388ef86f3556db,shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,A watch that is easy to style clothes and one that works effectively,4.0,4.0,4.0,4.0,1.0,6.0,4.0,4.0,5.0,11.0,54.0,12.0,13.0,-2.5,1.0,-2.5,2.5,1.0,1.0,0.5,1.0,-1.0
347,5.0,1.0,08 Mar 2023 - 20:26:02 EST,08 Mar 2023 - 20:29:49 EST,227.0,227.0,1678325162.0,1678325389.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.2,2601:580:4200:3dc0::e38e,1440.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,5.0,1.0,1.0,,2.0,347.0,CBC1_1677959355_6,,11.0,11.0,4.0,5.0,17.0,4.0,8.0,4.0,4.0,7.0,3.0,5.0,11.0,7.0,5.0,5.0,5.0,3.0,8.0,3.0,3.0,6.0,,5e30cbc9c0bdcc0da3a7517b,shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,4.0,a watch that isn't too flashy and is very simple in design,4.0,5.0,3.0,6.0,1.0,6.0,3.0,2.0,7.0,7.0,34.0,13.0,22.0,-2.5,-2.0,-0.5,2.5,1.0,2.0,-0.5,1.0,1.0
348,5.0,1.0,08 Mar 2023 - 20:26:04 EST,08 Mar 2023 - 20:28:45 EST,161.0,159.0,1678325164.0,1678325325.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,71.206.197.61,1063.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,5.0,348.0,CBC1_1677959355_6,,4.0,7.0,3.0,4.0,6.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,7.0,2.0,2.0,,5b9845dfae52a00001482c02,shoes,cars,watches,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,4.0,"Small, dark, with a little gold for accent, and reliable movement at a non extreme price",5.0,5.0,5.0,7.0,2.0,5.0,3.0,2.0,6.0,7.0,47.0,6.0,14.0,-0.5,1.0,0.5,1.5,2.0,2.0,1.5,1.0,2.0
349,5.0,1.0,08 Mar 2023 - 20:26:17 EST,08 Mar 2023 - 20:34:30 EST,493.0,490.0,1678325177.0,1678325670.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Chrome OS,Chrome 110.0.0.0,2601:84:8680:4db0:f0d2:7fb1:6213:707f,1366.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,5.0,2.0,,3.0,349.0,CBC1_1677959355_6,,15.0,18.0,8.0,12.0,21.0,10.0,5.0,7.0,9.0,13.0,8.0,10.0,9.0,8.0,5.0,6.0,5.0,11.0,6.0,5.0,5.0,6.0,,5c2ab2de9136140001b90737,shoes,cars,Watches,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,6.0,"First, in case there is no room for this later, I have heard of all the watches above except the Patek but could only check one.  The ideal watch is just a little loose, has a beautiful rose gold link bracelet and either a unique face.  I like something that doesn't look like every other watch.  I don't want the face to be too clean, nor be too involved.  It's hard to describe, i know it when I see it.",5.0,5.0,5.0,11.0,1.0,5.0,17.0,5.0,12.0,16.0,197.0,16.0,25.0,1.5,-1.0,4.5,1.5,2.0,2.0,1.5,2.0,0.0
350,5.0,1.0,08 Mar 2023 - 20:26:21 EST,08 Mar 2023 - 20:30:06 EST,225.0,221.0,1678325181.0,1678325406.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,173.66.109.70,1519.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,350.0,CBC1_1677959355_6,,8.0,5.0,5.0,6.0,9.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,5e63e793e50a6316a75213c4,shoe,car,watch,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,I like my watch to be aesthetically appealing but generally understated. I am not attracted to overly fancy materials and I like my watch to reflect that.,4.0,3.0,3.0,10.0,2.0,5.0,5.0,3.0,6.0,11.0,72.0,13.0,16.0,-1.5,1.0,3.5,1.5,1.0,0.0,-0.5,3.0,0.0
351,5.0,1.0,08 Mar 2023 - 20:26:21 EST,08 Mar 2023 - 20:30:27 EST,246.0,245.0,1678325181.0,1678325427.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Windows 10.0,Chrome 108.0.0.0,2600:1700:4ac0:a70:d1df:305f:9da4:c00d,1903.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,5.0,2.0,1.0,,5.0,351.0,CBC1_1677959355_6,,5.0,16.0,4.0,5.0,20.0,8.0,25.0,4.0,4.0,8.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,60de3caba8fbf2e04c048e1c,shoes,cars,watches,1.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,Simple and elegant with a leather band. Preferably no diamonds or gold.,3.0,4.0,2.0,7.0,2.0,4.0,5.0,3.0,6.0,12.0,46.0,13.0,18.0,-1.5,1.0,0.5,0.5,0.0,1.0,-1.5,3.0,-1.0
352,4.0,1.0,08 Mar 2023 - 20:26:49 EST,08 Mar 2023 - 20:28:04 EST,75.0,75.0,1678325209.0,1678325284.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Windows 10.0,Chrome 111.0.0.0,75.162.178.5,1920.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,6.0,19.0,7.0,6.0,37.0,,,,,,,,,,,,,,,,,,,636900dbc65a1b361be8e82f,footwears,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,5.0,1.0,08 Mar 2023 - 20:27:13 EST,08 Mar 2023 - 20:33:41 EST,388.0,387.0,1678325233.0,1678325621.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2607:fb90:d980:3979:11ce:b8fa:d662:ae33,1519.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,5.0,2.0,2.0,,6.0,353.0,CBC1_1677959355_6,,4.0,6.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,,5ff5f6c52171e10f72d3610c,shoes,vehicles,watches,1.0,2.0,2.0,5.0,,,,,,,,,4.0,5.0,5.0,12.0,2.0,5.0,3.0,3.0,4.0,,,6.0,293.0,-1.5,2.0,5.5,1.5,1.0,2.0,1.5,5.0,
354,4.0,1.0,08 Mar 2023 - 20:27:18 EST,08 Mar 2023 - 20:27:48 EST,30.0,30.0,1678325238.0,1678325268.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",Windows 10.0,Edg 110.0.1587.63,2601:2c0:c381:90e0:f445:e87f:1045:3518,1920.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,5.0,7.0,3.0,5.0,10.0,,,,,,,,,,,,,,,,,,,629e2781136f152f6592f171,Shoe,Car,Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,5.0,1.0,08 Mar 2023 - 20:27:20 EST,08 Mar 2023 - 20:30:39 EST,199.0,198.0,1678325240.0,1678325439.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,97.87.61.4,1440.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,5.0,2.0,2.0,,5.0,355.0,CBC1_1677959355_6,,4.0,13.0,4.0,5.0,5.0,13.0,9.0,20.0,4.0,10.0,4.0,4.0,21.0,4.0,4.0,5.0,6.0,3.0,11.0,5.0,3.0,8.0,,63d152150ad28a2b24aa507a,Shoe,Car,Watch,2.0,1.0,1.0,5.0,,,,,,,,,5.0,4.0,5.0,12.0,1.0,6.0,6.0,7.0,4.0,,,7.0,9.0,-1.5,1.0,5.5,2.5,2.0,1.0,1.5,5.0,
356,5.0,1.0,08 Mar 2023 - 20:27:46 EST,08 Mar 2023 - 20:36:51 EST,545.0,544.0,1678325266.0,1678325811.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:fb60:a150:a8b8:4fa6:c058:89e6,2031.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,5.0,3.0,1.0,,3.0,356.0,CBC1_1677959355_6,,345.0,9.0,6.0,8.0,13.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,,56fc8248b5648e000fac9980,shoes,cars,watches,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,I prefer a watch that has a darker colored band most of the time like a black band but sometimes i will go with silver. Largely i like it two be a contrast of a darker band with a lighter face or a lighter band with a darker face.,2.0,2.0,3.0,9.0,2.0,5.0,5.0,2.0,5.0,5.0,69.0,7.0,13.0,-0.5,-1.0,2.5,1.5,-1.0,-1.0,-0.5,4.0,-2.0
357,5.0,1.0,08 Mar 2023 - 20:27:54 EST,08 Mar 2023 - 20:34:07 EST,373.0,368.0,1678325274.0,1678325647.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,96.70.16.150,1349.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,5.0,4.0,1.0,,3.0,357.0,CBC1_1677959355_6,,19.0,34.0,12.0,10.0,20.0,22.0,10.0,6.0,3.0,9.0,5.0,6.0,8.0,5.0,7.0,7.0,5.0,7.0,11.0,7.0,8.0,4.0,,637b475a9348347c70dbdd4a,shoes,cars,watches,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,cool and fit for workouts,4.0,4.0,4.0,4.0,1.0,5.0,6.0,5.0,21.0,18.0,40.0,19.0,34.0,0.5,-1.0,-2.5,1.5,1.0,1.0,0.5,3.0,-1.0
358,5.0,1.0,08 Mar 2023 - 20:27:55 EST,08 Mar 2023 - 20:31:50 EST,235.0,234.0,1678325275.0,1678325510.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 109.0.0.0,2603:6011:7501:171c:9db5:91cc:b167:3091,1422.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,5.0,3.0,2.0,,5.0,358.0,CBC1_1677959355_6,,16.0,14.0,17.0,6.0,14.0,16.0,4.0,6.0,4.0,6.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,5.0,3.0,6.0,4.0,8.0,,60f4a96fa040aaa9bac2fb0b,sneakers,automobile,watch,1.0,2.0,2.0,5.0,,,,,,,,,5.0,5.0,5.0,8.0,2.0,6.0,4.0,7.0,12.0,,,29.0,25.0,-0.5,1.0,1.5,2.5,2.0,2.0,1.5,5.0,
359,5.0,1.0,08 Mar 2023 - 20:28:04 EST,08 Mar 2023 - 20:35:46 EST,462.0,459.0,1678325284.0,1678325746.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,99.114.103.150,1903.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,3.0,1.0,,5.0,359.0,CBC1_1677959355_6,,14.0,32.0,12.0,14.0,31.0,21.0,15.0,11.0,10.0,10.0,7.0,9.0,9.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,5.0,,600efc0ddfc7b602e6313c41,Shoes,Cars,Watches,1.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,6.0,Tonal Contrast in color with a leather band and a classic design.,5.0,5.0,3.0,12.0,2.0,6.0,6.0,3.0,14.0,22.0,117.0,22.0,32.0,-0.5,1.0,5.5,2.5,2.0,2.0,-0.5,4.0,0.0
360,5.0,1.0,08 Mar 2023 - 20:28:07 EST,08 Mar 2023 - 20:29:59 EST,112.0,105.0,1678325287.0,1678325399.0,0.0,,TerminateComplete,1.0,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,Windows 8,Firefox 110.0,2601:195:101:9fa0:d8c5:eb87:4ccd:5633,1197.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,5.0,3.0,2.0,,5.0,360.0,CBC1_1677959355_6,,4.0,5.0,3.0,3.0,4.0,2.0,7.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,,5a348ea750833c0001ee9550,shoe,car,watch,1.0,2.0,2.0,5.0,,,,,,,,,4.0,4.0,3.0,3.0,1.0,6.0,4.0,2.0,3.0,,,6.0,16.0,-0.5,1.0,-3.5,2.5,1.0,1.0,-0.5,5.0,
361,4.0,1.0,08 Mar 2023 - 20:28:07 EST,08 Mar 2023 - 20:28:33 EST,26.0,26.0,1678325287.0,1678325313.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:4040:45a1:2300:c406:da88:5aff:8aad,1862.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,6.0,4.0,6.0,7.0,,,,,,,,,,,,,,,,,,,6312c4daeb7e0f890b0b6a7f,shoe,car,watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,5.0,1.0,08 Mar 2023 - 20:28:25 EST,08 Mar 2023 - 20:32:32 EST,247.0,247.0,1678325305.0,1678325552.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,107.77.224.110,1920.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,3.0,2.0,,5.0,362.0,CBC1_1677959355_6,,9.0,7.0,26.0,15.0,9.0,6.0,8.0,6.0,5.0,6.0,5.0,5.0,11.0,6.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,5fc98fe1b105424d4b03381b,sneakers,Sport SUV,wristwatch,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,It would be an Apple Watch that also looked almost exactly like a dressy traditional watch.,4.0,4.0,2.0,8.0,2.0,6.0,4.0,5.0,5.0,9.0,44.0,7.0,16.0,-0.5,1.0,1.5,2.5,1.0,1.0,-1.5,1.0,-1.0
